,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
119In,49,70,119,2.4,m,symmetric,,,,,-5.1409875000000005,MeV
128In,49,79,128,0.84,s,symmetric,,,,,-10.3850819,MeV
127In,49,78,127,1.087,s,symmetric,,,,,-9.736232,MeV
115In,49,66,115,441000000000000,y,symmetric,,,,,-3.7458253,MeV
114In,49,65,114,71.9,s,symmetric,,,,,-3.5374168,MeV
113In,49,64,113,STABLE,,,,,,,-3.0726086,MeV
112In,49,63,112,14.88,m,symmetric,,,,,-2.8082511,MeV
111In,49,62,111,2.8048,d,symmetric,,,,,-2.4102661,MeV
110In,49,61,110,4.9,h,symmetric,,,,,-1.9524858999999999,MeV
109In,49,60,109,4.159,h,symmetric,,,,,-1.8435933,MeV
118In,49,69,118,5.4,s,symmetric,,,,,-4.7222819000000005,MeV
117In,49,68,117,43.2,m,symmetric,,,,,-4.3411261,MeV
116In,49,67,116,14.1,s,symmetric,,,,,-4.0909453,MeV
104In,49,55,104,1.8,m,symmetric,,,,,-0.4696211,MeV
103In,49,54,103,65,s,symmetric,,,,,-0.34482999999999997,MeV
102In,49,53,102,23.3,s,symmetric,,,,,-0.053386800000000005,MeV
101In,49,52,101,15.1,s,symmetric,,,,,-0.06579030000000001,MeV
100In,49,51,100,5.66,s,symmetric,,,,,-2.0914166,MeV
99In,49,50,99,3.11,s,symmetric,,,,,-3.895,MeV
108In,49,59,108,58,m,symmetric,,,,,-1.4282741,MeV
107In,49,58,107,32.4,m,symmetric,,,,,-1.1888804,MeV
106In,49,57,106,6.23,m,symmetric,,,,,-0.7863640000000001,MeV
105In,49,56,105,5.07,m,symmetric,,,,,-0.7311138,MeV
98In,49,49,98,30,ms,symmetric,,,,,-3.9290000000000003,MeV
97In,49,48,97,36,ms,symmetric,,,,,-3.415,MeV
96In,49,47,96,,,,,,,,-2.985,MeV
99Sn,50,49,99,24,ms,symmetric,,,,,-3.345,MeV
101Sn,50,51,101,2.2,s,symmetric,,,,,-1.9965133000000002,MeV
100Sn,50,50,100,1.18,s,symmetric,,,,,-4.001,MeV
103Sn,50,53,103,7,s,symmetric,,,,,0.41400000000000003,MeV
102Sn,50,52,102,3.8,s,symmetric,,,,,0.2766132,MeV
105Sn,50,55,105,32.7,s,symmetric,,,,,0.0735483,MeV
104Sn,50,54,104,20.9,s,symmetric,,,,,0.1426223,MeV
107Sn,50,57,107,2.9,m,symmetric,,,,,-0.2855283,MeV
106Sn,50,56,106,1.92,m,symmetric,,,,,-0.1189119,MeV
109Sn,50,59,109,18.1,m,symmetric,,,,,-0.7212469,MeV
108Sn,50,58,108,10.5,m,symmetric,,,,,-0.5264734,MeV
110Sn,50,60,110,4.154,h,symmetric,,,,,-1.1347556,MeV
112Sn,50,62,112,STABLE,,,,,,,-1.8275424,MeV
111Sn,50,61,111,35.3,m,symmetric,,,,,-1.3731710000000001,MeV
114Sn,50,64,114,STABLE,,,,,,,-2.6366815999999997,MeV
113Sn,50,63,113,115.08,d,symmetric,,,,,-2.2487147,MeV
116Sn,50,66,116,STABLE,,,,,,,-3.3760374000000004,MeV
115Sn,50,65,115,STABLE,,,,,,,-3.2065145000000004,MeV
118Sn,50,68,118,STABLE,,,,,,,-4.062825,MeV
117Sn,50,67,117,STABLE,,,,,,,-3.7793719,MeV
119Sn,50,69,119,STABLE,,,,,,,-4.4054207,MeV
121Sn,50,71,121,27.05,h,symmetric,,,,,-5.203144900000001,MeV
120Sn,50,70,120,STABLE,,,,,,,-4.8101677,MeV
123Sn,50,73,123,129.2,d,symmetric,,,,,-6.262659800000001,MeV
122Sn,50,72,122,STABLE,,,,,,,-5.6632197,MeV
125Sn,50,75,125,9.634,d,symmetric,,,,,-7.2447366,MeV
124Sn,50,74,124,STABLE,,,,,,,-6.699026,MeV
127Sn,50,77,127,2.1,h,symmetric,,,,,-8.4803104,MeV
126Sn,50,76,126,198000,y,symmetric,,,,,-7.8276671,MeV
129Sn,50,79,129,2.23,m,symmetric,,,,,-9.6674226,MeV
128Sn,50,78,128,59.6,m,symmetric,,,,,-9.086909200000001,MeV
130Sn,50,80,130,3.73,m,symmetric,,,,,-10.301405500000001,MeV
132Sn,50,82,132,39.7,s,symmetric,,,,,-11.7332244,MeV
131Sn,50,81,131,56,s,symmetric,,,,,-10.9482956,MeV
134Sn,50,84,134,1.024,s,symmetric,,,,,-7.741077000000001,MeV
133Sn,50,83,133,1.38,s,symmetric,,,,,-10.176664500000001,MeV
136Sn,50,86,136,355,ms,symmetric,,,,,-8.13,MeV
135Sn,50,85,135,515,ms,symmetric,,,,,-7.8454077,MeV
138Sn,50,88,138,148,ms,symmetric,,,,,-8.475,MeV
137Sn,50,87,137,228,ms,symmetric,,,,,-8.435,MeV
139Sn,50,89,139,120,ms,symmetric,,,,,-8.915000000000001,MeV
140Sn,50,90,140,,,,,,,,,
103Sb,51,52,103,,,,,,,,2.281,MeV
102Sb,51,51,102,,,,,,,,0.382,MeV
105Sb,51,54,105,1.12,s,symmetric,,,,,2.1044944,MeV
104Sb,51,53,104,0.49,s,asymmetric,,,,,2.458,MeV
107Sb,51,56,107,4,s,symmetric,,,,,1.5542327,MeV
106Sb,51,55,106,0.6,s,symmetric,,,,,1.7966786,MeV
109Sb,51,58,109,17.24,s,symmetric,,,,,0.9646798,MeV
108Sb,51,57,108,7.4,s,symmetric,,,,,1.3124179,MeV
110Sb,51,59,110,23.6,s,symmetric,,,,,0.7334893,MeV
112Sb,51,61,112,53.6,s,symmetric,,,,,0.0959392,MeV
111Sb,51,60,111,74.9,s,symmetric,,,,,0.3050044,MeV
114Sb,51,63,114,3.49,m,symmetric,,,,,-0.45156270000000004,MeV
113Sb,51,62,113,6.67,m,symmetric,,,,,-0.3523556,MeV
116Sb,51,65,116,15.8,m,symmetric,,,,,-1.2568089,MeV
115Sb,51,64,115,32,m,symmetric,,,,,-1.0362782,MeV
118Sb,51,67,118,3.6,m,symmetric,,,,,-1.8513124,MeV
117Sb,51,66,117,2.8,h,symmetric,,,,,-1.6973561,MeV
120Sb,51,69,120,15.89,m,symmetric,,,,,-2.5922905999999997,MeV
119Sb,51,68,119,38.2,h,symmetric,,,,,-2.3640987,MeV
121Sb,51,70,121,STABLE,,,,,,,-3.0810375,MeV
123Sb,51,72,123,STABLE,,,,,,,-3.949148,MeV
122Sb,51,71,122,2.69413,d,symmetric,,,,,-3.5309438,MeV
125Sb,51,74,125,2.7577,y,asymmetric,,,,,-4.8454168,MeV
124Sb,51,73,124,60.209,d,symmetric,,,,,-4.316243900000001,MeV
127Sb,51,76,127,3.84,d,symmetric,,,,,-5.6941761,MeV
126Sb,51,75,126,12.3,d,symmetric,,,,,-5.2466906,MeV
129Sb,51,78,129,4.4,h,symmetric,,,,,-6.6419923,MeV
128Sb,51,77,128,9.05,h,symmetric,,,,,-6.1869891,MeV
130Sb,51,79,130,40.5,m,symmetric,,,,,-6.9012257,MeV
132Sb,51,81,132,2.79,m,symmetric,,,,,-7.8700808,MeV
131Sb,51,80,131,23.03,m,symmetric,,,,,-7.5264307,MeV
134Sb,51,83,134,675,ms,symmetric,,,,,-6.5373901,MeV
133Sb,51,82,133,2.41,m,symmetric,,,,,-8.5135402,MeV
136Sb,51,85,136,924,ms,symmetric,,,,,-4.5202518000000005,MeV
135Sb,51,84,135,1.668,s,symmetric,,,,,-4.0908788000000005,MeV
138Sb,51,87,138,314,ms,symmetric,,,,,-5.105,MeV
137Sb,51,86,137,506,ms,symmetric,,,,,-4.795,MeV
140Sb,51,89,140,171,ms,symmetric,,,,,-5.845,MeV
139Sb,51,88,139,182,ms,symmetric,,,,,-5.365,MeV
141Sb,51,90,141,103,ms,symmetric,,,,,-6.135,MeV
142Sb,51,91,142,53,ms,asymmetric,,,,,,
106Te,52,54,106,69,us,asymmetric,100.0,unreported,6.9e-05,s,4.2902208,MeV
107Te,52,55,107,3.6,ms,symmetric,70.0,symmetric,0.0051428571428571435,s,4.0103533,MeV
104Te,52,52,104,18,ns,limit,100.0,symmetric,1.8000000000000002e-08,s,5.0963997,MeV
105Te,52,53,105,0.63,us,symmetric,100.0,approximation,6.3e-07,s,5.0691999,MeV
110Te,52,58,110,18.6,s,symmetric,,,,,2.6989612000000003,MeV
111Te,52,59,111,26.2,s,symmetric,,,,,2.4998359999999997,MeV
108Te,52,56,108,2.1,s,symmetric,49.0,symmetric,4.285714285714286,s,3.420465,MeV
109Te,52,57,109,4.4,s,symmetric,3.9,symmetric,112.82051282051283,s,3.1976861,MeV
113Te,52,61,113,1.8,m,symmetric,,,,,1.8582272,MeV
114Te,52,62,114,16.4,m,symmetric,,,,,1.5274002,MeV
112Te,52,60,112,2,m,symmetric,,,,,2.0775148,MeV
117Te,52,65,117,62,m,symmetric,,,,,0.8077132,MeV
118Te,52,66,118,6,d,symmetric,,,,,0.4440616,MeV
115Te,52,63,115,5.9,m,symmetric,,,,,1.4508973,MeV
116Te,52,64,116,2.49,h,symmetric,,,,,0.9663408,MeV
121Te,52,69,121,19.27,d,symmetric,,,,,-0.570284,MeV
119Te,52,67,119,16.05,h,symmetric,,,,,0.4263905,MeV
120Te,52,68,120,STABLE,,,,,,,-0.26109730000000003,MeV
124Te,52,72,124,STABLE,,,,,,,-1.8513168000000002,MeV
125Te,52,73,125,STABLE,,,,,,,-2.2500837000000002,MeV
122Te,52,70,122,STABLE,,,,,,,-1.0853545999999998,MeV
123Te,52,71,123,STABLE,,,,,,,-1.530909,MeV
128Te,52,76,128,2.34e+24,y,asymmetric,,,,,-3.187234,MeV
129Te,52,77,129,69.5,m,symmetric,,,,,-3.5361428000000004,MeV
126Te,52,74,126,STABLE,,,,,,,-2.5491306,MeV
127Te,52,75,127,9.35,h,symmetric,,,,,-2.8907301000000003,MeV
130Te,52,78,130,790000000000000000000,y,symmetric,,,,,-3.76274,MeV
131Te,52,79,131,25,m,symmetric,,,,,-4.1663596,MeV
132Te,52,80,132,3.204,d,symmetric,,,,,-4.2516832,MeV
135Te,52,83,135,19,s,symmetric,,,,,-2.8891273,MeV
136Te,52,84,136,17.66,s,symmetric,,,,,-0.3036415,MeV
133Te,52,81,133,12.5,m,symmetric,,,,,-4.7714519,MeV
134Te,52,82,134,41.8,m,symmetric,,,,,-4.8264515,MeV
139Te,52,87,139,0.724,s,symmetric,,,,,-1.9977438,MeV
140Te,52,88,140,351,ms,symmetric,,,,,-2.622,MeV
137Te,52,85,137,2.48,s,symmetric,,,,,-0.8547877,MeV
138Te,52,86,138,1.46,s,symmetric,,,,,-1.6871519000000001,MeV
141Te,52,89,141,193,ms,symmetric,,,,,-2.945,MeV
142Te,52,90,142,147,ms,symmetric,,,,,-3.464,MeV
143Te,52,91,143,120,ms,symmetric,,,,,-3.645,MeV
144Te,52,92,144,93,ms,symmetric,,,,,-4.155,MeV
145Te,52,93,145,,,,,,,,,
108I,53,55,108,26.4,ms,symmetric,99.5,symmetric,0.026532663316582914,s,4.098666199999999,MeV
109I,53,56,109,92.7,us,symmetric,0.014,symmetric,0.662142857142857,s,3.9180699,MeV
106I,53,53,106,,,,,,,,5.375,MeV
107I,53,54,107,,,,,,,,4.816,MeV
112I,53,59,112,3.34,s,symmetric,0.0012,approximation,278333.3333333334,s,2.9570864,MeV
110I,53,57,110,0.67,s,symmetric,17.0,symmetric,3.941176470588235,s,3.5805414,MeV
111I,53,58,111,2.5,s,symmetric,0.1,approximation,2500.0,s,3.2745378,MeV
115I,53,62,115,1.3,m,symmetric,,,,,2.0740261,MeV
116I,53,63,116,2.91,s,symmetric,,,,,1.7534036000000002,MeV
113I,53,60,113,5.9,s,symmetric,,,,,2.7065541,MeV
114I,53,61,114,2.1,s,symmetric,,,,,2.3858939,MeV
119I,53,66,119,18.8,m,symmetric,,,,,0.8007649,MeV
120I,53,67,120,81.7,m,symmetric,,,,,0.6499436,MeV
117I,53,64,117,2.22,m,symmetric,,,,,1.5534816,MeV
118I,53,65,118,13.8,m,symmetric,,,,,1.1006441,MeV
121I,53,68,121,2.12,h,symmetric,,,,,-0.031001300000000002,MeV
122I,53,69,122,3.63,m,symmetric,,,,,-0.5079940000000001,MeV
123I,53,70,123,13.2229,h,symmetric,,,,,-0.8919643,MeV
126I,53,73,126,12.93,d,symmetric,,,,,-2.0012077,MeV
127I,53,74,127,STABLE,,,,,,,-2.1852421,MeV
124I,53,71,124,4.176,d,symmetric,,,,,-1.3723374,MeV
125I,53,72,125,59.398,d,symmetric,,,,,-1.661783,MeV
130I,53,77,130,12.36,h,symmetric,,,,,-2.9679684,MeV
131I,53,78,131,8.0247,d,symmetric,,,,,-3.1693493,MeV
128I,53,75,128,25,m,symmetric,,,,,-2.5438773,MeV
129I,53,76,129,16125975,y,symmetric,,,,,-2.6769981,MeV
132I,53,79,132,2.2839,h,symmetric,,,,,-3.4985657999999997,MeV
133I,53,80,133,20.8,h,symmetric,,,,,-3.6528335000000003,MeV
134I,53,81,134,52.6,m,symmetric,,,,,-4.1826688,MeV
137I,53,84,137,24.13,s,symmetric,,,,,0.1423287,MeV
138I,53,85,138,6.303,s,symmetric,,,,,-0.38582150000000004,MeV
135I,53,82,135,6.55,h,symmetric,,,,,-4.2226839,MeV
136I,53,83,136,83.4,s,symmetric,,,,,-2.3348589000000004,MeV
141I,53,88,141,418,ms,symmetric,,,,,-2.2911892,MeV
142I,53,89,142,235,ms,symmetric,,,,,-2.578,MeV
139I,53,86,139,2.29,s,symmetric,,,,,-1.2055474,MeV
140I,53,87,140,380,ms,symmetric,,,,,-1.524249,MeV
144I,53,91,144,94,ms,symmetric,,,,,-3.365,MeV
145I,53,92,145,89.7,ms,symmetric,,,,,-4.015,MeV
143I,53,90,143,182,ms,symmetric,,,,,-3.165,MeV
146I,53,93,146,94,ms,symmetric,,,,,-4.355,MeV
147I,53,94,147,,,,,,,,,
125Xe,54,71,125,16.962,h,symmetric,,,,,-1.081166,MeV
124Xe,54,70,124,STABLE,,,,,,,-0.7301604,MeV
129Xe,54,75,129,STABLE,,,,,,,-2.0991917,MeV
128Xe,54,74,128,STABLE,,,,,,,-1.7613085000000002,MeV
127Xe,54,73,127,36.344,d,symmetric,,,,,-1.5748214,MeV
126Xe,54,72,126,STABLE,,,,,,,-1.2580209,MeV
133Xe,54,79,133,5.2474,d,symmetric,,,,,-3.0636147,MeV
132Xe,54,78,132,STABLE,,,,,,,-2.7100969,MeV
131Xe,54,77,131,STABLE,,,,,,,-2.5579940000000003,MeV
130Xe,54,76,130,STABLE,,,,,,,-2.2412226,MeV
136Xe,54,82,136,2.19e+21,y,asymmetric,,,,,-3.6658889,MeV
135Xe,54,81,135,9.168,h,symmetric,,,,,-3.6272591000000003,MeV
134Xe,54,80,134,STABLE,,,,,,,-3.1977907,MeV
140Xe,54,86,140,13.6,s,symmetric,,,,,-0.9860981000000001,MeV
139Xe,54,85,139,39.72,s,symmetric,,,,,-0.3407117,MeV
138Xe,54,84,138,14.14,m,symmetric,,,,,0.1365922,MeV
137Xe,54,83,137,3.821,m,symmetric,,,,,-1.871197,MeV
143Xe,54,89,143,511,ms,symmetric,,,,,-2.4227178,MeV
142Xe,54,88,142,1.227,s,symmetric,,,,,-1.9585697,MeV
141Xe,54,87,141,1.72,s,symmetric,,,,,-1.3184623999999998,MeV
147Xe,54,93,147,88,ms,symmetric,,,,,-4.2940000000000005,MeV
146Xe,54,92,146,146,ms,symmetric,,,,,-3.83,MeV
145Xe,54,91,145,188,ms,symmetric,,,,,-3.249,MeV
144Xe,54,90,144,388,ms,symmetric,,,,,-2.929768,MeV
150Xe,54,96,150,,,,,,,,,
149Xe,54,95,149,,,,,,,,-5.415,MeV
148Xe,54,94,148,85,ms,symmetric,,,,,-4.854,MeV
111Xe,54,57,111,0.74,s,symmetric,10.4,symmetric,7.115384615384615,s,3.7121503,MeV
110Xe,54,56,110,93,ms,symmetric,64.0,symmetric,0.1453125,s,3.8722066,MeV
109Xe,54,55,109,13,ms,symmetric,100.0,unreported,0.013000000000000001,s,4.2170463,MeV
108Xe,54,54,108,58,us,asymmetric,100.0,symmetric,5.8e-05,s,4.5695582,MeV
113Xe,54,59,113,2.74,s,symmetric,,,,,3.0868573,MeV
112Xe,54,58,112,2.7,s,symmetric,0.8,asymmetric,337.5,s,3.3304128,MeV
114Xe,54,60,114,10,s,symmetric,,,,,2.719006,MeV
118Xe,54,64,118,3.8,m,symmetric,,,,,1.3856935000000001,MeV
117Xe,54,63,117,61,s,symmetric,,,,,1.7367747999999998,MeV
116Xe,54,62,116,58,s,symmetric,,,,,2.095725,MeV
115Xe,54,61,115,18,s,symmetric,,,,,2.5058139,MeV
122Xe,54,68,122,20.1,h,symmetric,,,,,-0.0891461,MeV
121Xe,54,67,121,39.1,m,symmetric,,,,,0.1895879,MeV
120Xe,54,66,120,46,m,symmetric,,,,,0.6664424,MeV
119Xe,54,65,119,5.8,m,symmetric,,,,,0.8433634,MeV
123Xe,54,69,123,2.05,h,symmetric,,,,,-0.4906342,MeV
113Cs,55,58,113,16.9,us,symmetric,,,,,3.4830508,MeV
112Cs,55,57,112,488,us,symmetric,,,,,3.9314368,MeV
111Cs,55,56,111,,,,,,,,4.105,MeV
114Cs,55,59,114,0.57,s,symmetric,0.018,symmetric,3166.6666666666665,s,3.3569999,MeV
116Cs,55,61,116,0.7,s,symmetric,,,,,2.596,MeV
115Cs,55,60,115,1.03,s,symmetric,,,,,2.829,MeV
120Cs,55,65,120,60.4,s,symmetric,,,,,1.1070893000000002,MeV
119Cs,55,64,119,29.1,s,symmetric,,,,,1.6078276,MeV
118Cs,55,63,118,14,s,symmetric,,,,,1.8046423,MeV
117Cs,55,62,117,8.4,s,symmetric,,,,,2.2015000000000002,MeV
124Cs,55,69,124,30.9,s,symmetric,,,,,-0.41881599999999997,MeV
123Cs,55,68,123,5.91,m,symmetric,,,,,0.309159,MeV
122Cs,55,67,122,21.18,s,symmetric,,,,,0.4013719,MeV
121Cs,55,66,121,155,s,symmetric,,,,,0.9113106000000001,MeV
127Cs,55,72,127,6.25,h,symmetric,,,,,-0.7223549,MeV
126Cs,55,71,126,1.643,m,symmetric,,,,,-0.6963170000000001,MeV
125Cs,55,70,125,44.35,m,symmetric,,,,,-0.2690091,MeV
131Cs,55,76,131,9.688,d,symmetric,,,,,-1.4972732000000002,MeV
130Cs,55,75,130,29.2,m,symmetric,,,,,-1.4141739,MeV
129Cs,55,74,129,32.13,h,symmetric,,,,,-1.087942,MeV
128Cs,55,73,128,3.64,m,symmetric,,,,,-0.9921338,MeV
134Cs,55,79,134,2.0656,y,symmetric,,,,,-2.3798932,MeV
133Cs,55,78,133,STABLE,,,,,,,-1.9886828,MeV
132Cs,55,77,132,6.48,d,symmetric,,,,,-1.8395789,MeV
138Cs,55,83,138,32.48,m,symmetric,,,,,-1.2685042000000002,MeV
137Cs,55,82,137,30.007,y,asymmetric,,,,,-3.1133863,MeV
136Cs,55,81,136,13.01,d,symmetric,,,,,-3.0602693,MeV
135Cs,55,80,135,1330000,y,symmetric,,,,,-2.5641451,MeV
142Cs,55,87,142,1.687,s,symmetric,,,,,-0.9595625,MeV
141Cs,55,86,141,24.86,s,symmetric,,,,,-0.5459984,MeV
140Cs,55,85,140,64,s,symmetric,,,,,0.0705706,MeV
139Cs,55,84,139,9.25,m,symmetric,,,,,0.6531754,MeV
144Cs,55,89,144,0.993,s,symmetric,,,,,-2.0900551999999997,MeV
143Cs,55,88,143,1.795,s,symmetric,,,,,-1.6294708,MeV
145Cs,55,90,145,588,ms,symmetric,,,,,-2.552674,MeV
149Cs,55,94,149,112,ms,symmetric,,,,,-4.594,MeV
148Cs,55,93,148,151,ms,symmetric,,,,,-4.006,MeV
147Cs,55,92,147,232,ms,symmetric,,,,,-3.555,MeV
146Cs,55,91,146,322,ms,symmetric,,,,,-2.9323269,MeV
152Cs,55,97,152,,,,,,,,,
151Cs,55,96,151,59,ms,symmetric,,,,,-5.5040000000000004,MeV
150Cs,55,95,150,80.8,ms,symmetric,,,,,-5.055,MeV
148Ba,56,92,148,619,ms,symmetric,,,,,-3.0975257000000003,MeV
149Ba,56,93,149,352,ms,symmetric,,,,,-3.7621983,MeV
150Ba,56,94,150,258,ms,symmetric,,,,,-4.3597649,MeV
151Ba,56,95,151,167,ms,symmetric,,,,,-4.965,MeV
146Ba,56,90,146,2.16,s,symmetric,,,,,-2.0615359,MeV
147Ba,56,91,147,894,ms,symmetric,,,,,-2.4860693,MeV
152Ba,56,96,152,140,ms,symmetric,,,,,-5.385,MeV
153Ba,56,97,153,113,ms,symmetric,,,,,-5.8950000000000005,MeV
154Ba,56,98,154,53,ms,symmetric,,,,,-6.355,MeV
112Ba,56,56,112,,,,,,,,,
113Ba,56,57,113,,,,,,,,4.035,MeV
114Ba,56,58,114,0.41,s,asymmetric,0.9,symmetric,45.55555555555555,s,3.5922840000000003,MeV
115Ba,56,59,115,0.45,s,symmetric,,,,,3.1750000000000003,MeV
116Ba,56,60,116,1.3,s,symmetric,,,,,3.222,MeV
117Ba,56,61,117,1.75,s,symmetric,,,,,2.3208040999999997,MeV
118Ba,56,62,118,5.2,s,symmetric,,,,,2.461,MeV
123Ba,56,67,123,2.4,m,symmetric,,,,,0.7146091,MeV
124Ba,56,68,124,10.8,m,symmetric,,,,,0.6577328,MeV
125Ba,56,69,125,3.3,m,symmetric,,,,,0.38710469999999997,MeV
119Ba,56,63,119,5.4,s,symmetric,,,,,1.6417452000000001,MeV
120Ba,56,64,120,24,s,symmetric,,,,,1.7333129,MeV
121Ba,56,65,121,29.7,s,symmetric,,,,,1.0155841,MeV
122Ba,56,66,122,1.95,m,symmetric,,,,,1.0451996,MeV
126Ba,56,70,126,98.6,m,symmetric,,,,,0.260159,MeV
127Ba,56,71,127,12.8,m,symmetric,,,,,0.0053868,MeV
128Ba,56,72,128,2.43,d,symmetric,,,,,-0.12666650000000002,MeV
129Ba,56,73,129,2.23,h,symmetric,,,,,-0.28642090000000003,MeV
134Ba,56,78,134,STABLE,,,,,,,-1.4944436,MeV
135Ba,56,79,135,STABLE,,,,,,,-1.8619957,MeV
130Ba,56,74,130,STABLE,,,,,,,-0.5353053999999999,MeV
131Ba,56,75,131,11.52,d,symmetric,,,,,-0.782991,MeV
132Ba,56,76,132,STABLE,,,,,,,-0.9992847,MeV
133Ba,56,77,133,10.536,y,asymmetric,,,,,-1.2823581,MeV
137Ba,56,81,137,STABLE,,,,,,,-2.5027336,MeV
138Ba,56,82,138,STABLE,,,,,,,-2.5608872000000003,MeV
139Ba,56,83,139,82.89,m,symmetric,,,,,-0.9254687,MeV
140Ba,56,84,140,12.7526,d,symmetric,,,,,0.7363492,MeV
136Ba,56,80,136,STABLE,,,,,,,-2.0330205,MeV
145Ba,56,89,145,3.99,s,symmetric,,,,,-1.7437901,MeV
141Ba,56,85,141,18.24,m,symmetric,,,,,0.22600610000000002,MeV
142Ba,56,86,142,10.51,m,symmetric,,,,,-0.29492860000000004,MeV
143Ba,56,87,143,14.38,s,symmetric,,,,,-0.7175349,MeV
144Ba,56,88,144,11.7,s,symmetric,,,,,-1.2055842,MeV
117La,57,60,117,21.7,ms,symmetric,,,,,3.069,MeV
118La,57,61,118,,,,,,,,2.641,MeV
119La,57,62,119,,,,,,,,2.255,MeV
120La,57,63,120,2.8,s,symmetric,,,,,2.048,MeV
125La,57,68,125,64.8,s,symmetric,,,,,0.9179334,MeV
126La,57,69,126,54,s,symmetric,,,,,0.7463771,MeV
121La,57,64,121,5.3,s,symmetric,,,,,1.8780000000000001,MeV
122La,57,65,122,8.7,s,symmetric,,,,,1.441,MeV
123La,57,66,123,16.3,s,symmetric,,,,,1.229,MeV
124La,57,67,124,21,s,symmetric,,,,,1.2051156,MeV
128La,57,71,128,5.1,m,symmetric,,,,,0.6907057,MeV
129La,57,72,129,11.6,m,symmetric,,,,,0.34128539999999996,MeV
130La,57,73,130,8.7,m,symmetric,,,,,0.2983928,MeV
131La,57,74,131,59,m,symmetric,,,,,0.0458464,MeV
127La,57,70,127,5.1,m,symmetric,,,,,0.7226241999999999,MeV
136La,57,79,136,9.87,m,symmetric,,,,,-1.3097104,MeV
132La,57,75,132,4.58,h,symmetric,,,,,-0.2167208,MeV
133La,57,76,133,3.89,h,symmetric,,,,,-0.4202576,MeV
134La,57,77,134,6.45,m,symmetric,,,,,-0.7438201000000001,MeV
135La,57,78,135,18.95,h,symmetric,,,,,-1.0127993,MeV
139La,57,82,139,STABLE,,,,,,,-2.0653402,MeV
140La,57,83,140,40.284,h,symmetric,,,,,-0.39812020000000004,MeV
141La,57,84,141,3.93,h,symmetric,,,,,1.1910128,MeV
142La,57,85,142,91.8,m,symmetric,,,,,0.4381621,MeV
137La,57,80,137,60000,y,symmetric,,,,,-1.4948381,MeV
138La,57,81,138,102785709125,y,symmetric,,,,,-2.0471586,MeV
143La,57,86,143,14.09,m,symmetric,,,,,0.104705,MeV
144La,57,87,144,40.8,s,symmetric,,,,,-0.22483740000000002,MeV
145La,57,88,145,24.8,s,symmetric,,,,,-0.7828903,MeV
146La,57,89,146,6.1,s,symmetric,,,,,-1.1315333,MeV
150La,57,93,150,0.51,s,asymmetric,,,,,-3.4256828,MeV
151La,57,94,151,0.457,s,asymmetric,,,,,-3.8151823,MeV
152La,57,95,152,298,ms,asymmetric,,,,,-4.804,MeV
153La,57,96,153,244,ms,symmetric,,,,,-5.1850000000000005,MeV
147La,57,90,147,4.024,s,symmetric,,,,,-1.4277944,MeV
148La,57,91,148,1.411,s,symmetric,,,,,-1.8622958,MeV
149La,57,92,149,1.085,s,symmetric,,,,,-2.5904126,MeV
154La,57,97,154,163,ms,symmetric,,,,,-5.785,MeV
155La,57,98,155,100,ms,symmetric,,,,,-6.075,MeV
156La,57,99,156,84,ms,symmetric,,,,,-6.346,MeV
116La,57,59,116,,,,,,,,3.94,MeV
157La,57,100,157,,,,,,,,,
158Ce,58,100,158,99,ms,symmetric,,,,,-6.045,MeV
159Ce,58,101,159,,,,,,,,,
119Ce,58,61,119,,,,,,,,2.6750000000000003,MeV
120Ce,58,62,120,,,,,,,,2.225,MeV
121Ce,58,63,121,1.1,s,symmetric,,,,,2.343,MeV
122Ce,58,64,122,,,,,,,,1.901,MeV
127Ce,58,69,127,34,s,symmetric,,,,,1.2507035000000002,MeV
123Ce,58,65,123,3.8,s,symmetric,,,,,1.879,MeV
124Ce,58,66,124,9.1,s,symmetric,,,,,1.548,MeV
125Ce,58,67,125,9.7,s,symmetric,,,,,1.6620000000000001,MeV
126Ce,58,68,126,51,s,symmetric,,,,,1.3634706,MeV
130Ce,58,72,130,22.9,m,symmetric,,,,,0.8220842,MeV
131Ce,58,73,131,10.3,m,symmetric,,,,,0.6845912,MeV
132Ce,58,74,132,3.51,h,symmetric,,,,,0.47555200000000003,MeV
133Ce,58,75,133,97,m,symmetric,,,,,0.2177266,MeV
128Ce,58,70,128,4,m,symmetric,,,,,1.1309445,MeV
129Ce,58,71,129,3.5,m,symmetric,,,,,0.9565560000000001,MeV
134Ce,58,76,134,3.22,d,symmetric,,,,,-0.0010377000000000001,MeV
135Ce,58,77,135,17.7,h,symmetric,,,,,-0.3622652,MeV
136Ce,58,78,136,STABLE,,,,,,,-0.49856259999999997,MeV
137Ce,58,79,137,9.11,h,symmetric,,,,,-0.7901691,MeV
141Ce,58,83,141,32.504,d,symmetric,,,,,-0.1345727,MeV
142Ce,58,84,142,STABLE,,,,,,,1.3039942000000002,MeV
143Ce,58,85,143,33.037,h,symmetric,,,,,0.8826235,MeV
144Ce,58,86,144,284.886,d,symmetric,,,,,0.4110472,MeV
138Ce,58,80,138,STABLE,,,,,,,-1.0407803,MeV
139Ce,58,81,139,137.64,d,symmetric,,,,,-1.5320024,MeV
